"","go_id","pval","padj","description","full_go","cluster"
"871","GO:0010498",0.000588972782341327,0.0153306434212053,"proteasomal protein catabolic process","GO:0010498 proteasomal protein catabolic process",3
"872","GO:0002218",0.000596821385736943,0.0155095544424189,"activation of innate immune response","GO:0002218 activation of innate immune response",3
"873","GO:0051640",0.000598187470359971,0.0155196958052284,"organelle localization","GO:0051640 organelle localization",3
"874","GO:0009987",0.000616981729740488,0.0159812335990109,"cellular process","GO:0009987 cellular process",3
"875","GO:0002534",0.00062020712174824,0.0160386570150959,"cytokine production involved in inflammatory response","GO:0002534 cytokine production involved in inflammatory response",3
"876","GO:0042742",0.000640008989883194,0.0165238684660752,"defense response to bacterium","GO:0042742 defense response to bacterium",3
"877","GO:0006740",0.000645654423942907,0.0165354073403993,"NADPH regeneration","GO:0006740 NADPH regeneration",3
"878","GO:0032506",0.000644034431355408,0.0165354073403993,"cytokinetic process","GO:0032506 cytokinetic process",3
"879","GO:0043331",0.000644034431355408,0.0165354073403993,"response to dsRNA","GO:0043331 response to dsRNA",3
"880","GO:0051222",0.000644247772381255,0.0165354073403993,"positive regulation of protein transport","GO:0051222 positive regulation of protein transport",3
"881","GO:1905048",0.000645654423942907,0.0165354073403993,"regulation of metallopeptidase activity","GO:1905048 regulation of metallopeptidase activity",3
"882","GO:0051648",0.00064852779822014,0.0165822927699246,"vesicle localization","GO:0051648 vesicle localization",3
"883","GO:0043124",0.000651375879847354,0.0166283820113841,"negative regulation of I-kappaB kinase/NF-kappaB signaling","GO:0043124 negative regulation of I-kappaB kinase/NF-kappaB signaling",3
"884","GO:0038127",0.000654596259128785,0.0166577373639986,"ERBB signaling pathway","GO:0038127 ERBB signaling pathway",3
"885","GO:0050673",0.000654620589317097,0.0166577373639986,"epithelial cell proliferation","GO:0050673 epithelial cell proliferation",3
"886","GO:1904029",0.000657265665522074,0.01669832770681,"regulation of cyclin-dependent protein kinase activity","GO:1904029 regulation of cyclin-dependent protein kinase activity",3
"887","GO:0070201",0.000667233798345454,0.0169020636058051,"regulation of establishment of protein localization","GO:0070201 regulation of establishment of protein localization",3
"888","GO:0090114",0.000667410459283553,0.0169020636058051,"COPII-coated vesicle budding","GO:0090114 COPII-coated vesicle budding",3
"889","GO:0032273",0.000669801102731867,0.0169356386929215,"positive regulation of protein polymerization","GO:0032273 positive regulation of protein polymerization",3
"890","GO:0000187",0.000691518825913895,0.0174570085830708,"activation of MAPK activity","GO:0000187 activation of MAPK activity",3
"891","GO:0008284",0.000692831670874256,0.0174624324779464,"positive regulation of cell population proliferation","GO:0008284 positive regulation of cell population proliferation",3
"892","GO:0007163",0.000702260497350204,0.0176441563188904,"establishment or maintenance of cell polarity","GO:0007163 establishment or maintenance of cell polarity",3
"893","GO:0034976",0.000701383646769676,0.0176441563188904,"response to endoplasmic reticulum stress","GO:0034976 response to endoplasmic reticulum stress",3
"894","GO:0046364",0.000703902663949889,0.0176575204534054,"monosaccharide biosynthetic process","GO:0046364 monosaccharide biosynthetic process",3
"895","GO:0002703",0.000705065327032742,0.0176588330096515,"regulation of leukocyte mediated immunity","GO:0002703 regulation of leukocyte mediated immunity",3
"896","GO:1903827",0.000719204438236309,0.0179846342542614,"regulation of cellular protein localization","GO:1903827 regulation of cellular protein localization",3
"897","GO:0071901",0.000736549805956509,0.0183894632871779,"negative regulation of protein serine/threonine kinase activity","GO:0071901 negative regulation of protein serine/threonine kinase activity",3
"898","GO:0032651",0.000741184600758535,0.0184761753769024,"regulation of interleukin-1 beta production","GO:0032651 regulation of interleukin-1 beta production",3
"899","GO:1905523",0.000747459672174026,0.0186034407296647,"positive regulation of macrophage migration","GO:1905523 positive regulation of macrophage migration",3
"900","GO:0032922",0.000761786647001356,0.0189303981779837,"circadian regulation of gene expression","GO:0032922 circadian regulation of gene expression",3
"901","GO:0000122",0.00076637560408948,0.0190147232565352,"negative regulation of transcription by RNA polymerase II","GO:0000122 negative regulation of transcription by RNA polymerase II",3
"902","GO:0010883",0.00077629720090688,0.0192009808448259,"regulation of lipid storage","GO:0010883 regulation of lipid storage",3
"903","GO:1990090",0.00077629720090688,0.0192009808448259,"cellular response to nerve growth factor stimulus","GO:1990090 cellular response to nerve growth factor stimulus",3
"904","GO:0002790",0.000803428866880564,0.0198411998429635,"peptide secretion","GO:0002790 peptide secretion",3
"905","GO:0033365",0.00080696084332215,0.0198975275227837,"protein localization to organelle","GO:0033365 protein localization to organelle",3
"906","GO:0034612",0.000809674088985782,0.0199027151641884,"response to tumor necrosis factor","GO:0034612 response to tumor necrosis factor",3
"907","GO:0046683",0.000808941224863563,0.0199027151641884,"response to organophosphorus","GO:0046683 response to organophosphorus",3
"908","GO:0008630",0.000818674471425195,0.0200590838613594,"intrinsic apoptotic signaling pathway in response to DNA damage","GO:0008630 intrinsic apoptotic signaling pathway in response to DNA damage",3
"909","GO:0044089",0.000821080457353178,0.0200590838613594,"positive regulation of cellular component biogenesis","GO:0044089 positive regulation of cellular component biogenesis",3
"910","GO:0070268",0.000818674471425195,0.0200590838613594,"cornification","GO:0070268 cornification",3
"911","GO:0070646",0.000820189005533843,0.0200590838613594,"protein modification by small protein removal","GO:0070646 protein modification by small protein removal",3
"912","GO:0009314",0.000824278470023865,0.0201063263608275,"response to radiation","GO:0009314 response to radiation",3
"913","GO:0048545",0.000834807001652201,0.0203319610325828,"response to steroid hormone","GO:0048545 response to steroid hormone",3
"914","GO:0006357",0.000845720167151661,0.0205317376117609,"regulation of transcription by RNA polymerase II","GO:0006357 regulation of transcription by RNA polymerase II",3
"915","GO:0010639",0.00084553403822993,0.0205317376117609,"negative regulation of organelle organization","GO:0010639 negative regulation of organelle organization",3
"916","GO:0046651",0.000846882537306033,0.0205317376117609,"lymphocyte proliferation","GO:0046651 lymphocyte proliferation",3
"917","GO:1901362",0.000849316257762101,0.020559399944366,"organic cyclic compound biosynthetic process","GO:1901362 organic cyclic compound biosynthetic process",3
"918","GO:0043525",0.000850647128022395,0.0205603220730519,"positive regulation of neuron apoptotic process","GO:0043525 positive regulation of neuron apoptotic process",3
"919","GO:0030522",0.000871749961061313,0.0210384087719562,"intracellular receptor signaling pathway","GO:0030522 intracellular receptor signaling pathway",3
"920","GO:0015801",0.00088833701403992,0.0213738454936322,"aromatic amino acid transport","GO:0015801 aromatic amino acid transport",3
"921","GO:0051547",0.00088833701403992,0.0213738454936322,"regulation of keratinocyte migration","GO:0051547 regulation of keratinocyte migration",3
"922","GO:0030168",0.0008949514840317,0.0214680368054904,"platelet activation","GO:0030168 platelet activation",3
"923","GO:2001236",0.0008949514840317,0.0214680368054904,"regulation of extrinsic apoptotic signaling pathway","GO:2001236 regulation of extrinsic apoptotic signaling pathway",3
"924","GO:0051443",0.000904268277183593,0.0216588594583251,"positive regulation of ubiquitin-protein transferase activity","GO:0051443 positive regulation of ubiquitin-protein transferase activity",3
"925","GO:0090382",0.000920270495467858,0.0219999350724159,"phagosome maturation","GO:0090382 phagosome maturation",3
"926","GO:1903034",0.000921274947071741,0.0219999350724159,"regulation of response to wounding","GO:1903034 regulation of response to wounding",3
"927","GO:0051650",0.000940714782776078,0.0224304766195963,"establishment of vesicle localization","GO:0051650 establishment of vesicle localization",3
"928","GO:0010890",0.000948889395667685,0.022524084998058,"positive regulation of sequestering of triglyceride","GO:0010890 positive regulation of sequestering of triglyceride",3
"929","GO:0090400",0.000948889395667685,0.022524084998058,"stress-induced premature senescence","GO:0090400 stress-induced premature senescence",3
"930","GO:1900222",0.000948889395667685,0.022524084998058,"negative regulation of amyloid-beta clearance","GO:1900222 negative regulation of amyloid-beta clearance",3
"931","GO:0051656",0.000963327065157318,0.0228327178006885,"establishment of organelle localization","GO:0051656 establishment of organelle localization",3
"932","GO:0008285",0.000968940600318195,0.0229315942075306,"negative regulation of cell population proliferation","GO:0008285 negative regulation of cell population proliferation",3
"933","GO:0001794",0.000996412569544614,0.0231342270161132,"type IIa hypersensitivity","GO:0001794 type IIa hypersensitivity",3
"934","GO:0001796",0.000996412569544614,0.0231342270161132,"regulation of type IIa hypersensitivity","GO:0001796 regulation of type IIa hypersensitivity",3
"935","GO:0002445",0.000996412569544614,0.0231342270161132,"type II hypersensitivity","GO:0002445 type II hypersensitivity",3
"936","GO:0002892",0.000996412569544614,0.0231342270161132,"regulation of type II hypersensitivity","GO:0002892 regulation of type II hypersensitivity",3
"937","GO:0018076",0.000996412569544614,0.0231342270161132,"N-terminal peptidyl-lysine acetylation","GO:0018076 N-terminal peptidyl-lysine acetylation",3
"938","GO:0030216",0.000995406277778824,0.0231342270161132,"keratinocyte differentiation","GO:0030216 keratinocyte differentiation",3
"939","GO:0032652",0.00099142496383412,0.0231342270161132,"regulation of interleukin-1 production","GO:0032652 regulation of interleukin-1 production",3
"940","GO:0032732",0.000990062598459705,0.0231342270161132,"positive regulation of interleukin-1 production","GO:0032732 positive regulation of interleukin-1 production",3
"941","GO:0034165",0.000996412569544614,0.0231342270161132,"positive regulation of toll-like receptor 9 signaling pathway","GO:0034165 positive regulation of toll-like receptor 9 signaling pathway",3
"942","GO:0035616",0.000996412569544614,0.0231342270161132,"histone H2B conserved C-terminal lysine deubiquitination","GO:0035616 histone H2B conserved C-terminal lysine deubiquitination",3
"943","GO:0042176",0.000989133132380268,0.0231342270161132,"regulation of protein catabolic process","GO:0042176 regulation of protein catabolic process",3
"944","GO:0045445",0.000989228588274688,0.0231342270161132,"myoblast differentiation","GO:0045445 myoblast differentiation",3
"945","GO:1903749",0.000990062598459705,0.0231342270161132,"positive regulation of establishment of protein localization to mitochondrion","GO:1903749 positive regulation of establishment of protein localization to mitochondrion",3
"946","GO:0048731",0.00100472500835831,0.0232932165203069,"system development","GO:0048731 system development",3
"947","GO:0016239",0.00100819786893448,0.0233324499470542,"positive regulation of macroautophagy","GO:0016239 positive regulation of macroautophagy",3
"948","GO:0044706",0.0010093514564621,0.0233324499470542,"multi-multicellular organism process","GO:0044706 multi-multicellular organism process",3
"949","GO:0005976",0.00101262620163488,0.0233741757776504,"polysaccharide metabolic process","GO:0005976 polysaccharide metabolic process",3
"950","GO:0071407",0.00101644558599661,0.0234283342024495,"cellular response to organic cyclic compound","GO:0071407 cellular response to organic cyclic compound",3
"951","GO:0045927",0.00101832300700427,0.0234376398023096,"positive regulation of growth","GO:0045927 positive regulation of growth",3
"952","GO:0051384",0.00106390110562773,0.024451276277317,"response to glucocorticoid","GO:0051384 response to glucocorticoid",3
"953","GO:0071840",0.00107662239114909,0.0247079401281891,"cellular component organization or biogenesis","GO:0071840 cellular component organization or biogenesis",3
"954","GO:0030217",0.00108580241120533,0.0248469087018843,"T cell differentiation","GO:0030217 T cell differentiation",3
"955","GO:0045010",0.00108542291301999,0.0248469087018843,"actin nucleation","GO:0045010 actin nucleation",3
"956","GO:0010821",0.00109795176022376,0.0250888287278716,"regulation of mitochondrion organization","GO:0010821 regulation of mitochondrion organization",3
"957","GO:0030838",0.00110698431940842,0.025258936321193,"positive regulation of actin filament polymerization","GO:0030838 positive regulation of actin filament polymerization",3
"958","GO:0009059",0.00111878114801321,0.0254511255974433,"macromolecule biosynthetic process","GO:0009059 macromolecule biosynthetic process",3
"959","GO:0019915",0.00112180828997785,0.0254511255974433,"lipid storage","GO:0019915 lipid storage",3
"960","GO:0048708",0.00112180828997785,0.0254511255974433,"astrocyte differentiation","GO:0048708 astrocyte differentiation",3
"961","GO:0090322",0.00111702142859581,0.0254511255974433,"regulation of superoxide metabolic process","GO:0090322 regulation of superoxide metabolic process",3
"962","GO:0006509",0.00113999769601716,0.0257535843145694,"membrane protein ectodomain proteolysis","GO:0006509 membrane protein ectodomain proteolysis",3
"963","GO:0043616",0.00113999769601716,0.0257535843145694,"keratinocyte proliferation","GO:0043616 keratinocyte proliferation",3
"964","GO:2001234",0.00113953245489111,0.0257535843145694,"negative regulation of apoptotic signaling pathway","GO:2001234 negative regulation of apoptotic signaling pathway",3
"965","GO:0006801",0.00115428354879329,0.026039327035473,"superoxide metabolic process","GO:0006801 superoxide metabolic process",3
"966","GO:0010467",0.00115867734118884,0.0261014227114268,"gene expression","GO:0010467 gene expression",3
"967","GO:0006006",0.00117415994877893,0.0263382790202823,"glucose metabolic process","GO:0006006 glucose metabolic process",3
"968","GO:0016567",0.00117090106984439,0.0263382790202823,"protein ubiquitination","GO:0016567 protein ubiquitination",3
"969","GO:0031396",0.00117415994877893,0.0263382790202823,"regulation of protein ubiquitination","GO:0031396 regulation of protein ubiquitination",3
"970","GO:0008625",0.00119502007323274,0.0267684496404134,"extrinsic apoptotic signaling pathway via death domain receptors","GO:0008625 extrinsic apoptotic signaling pathway via death domain receptors",3
"971","GO:0009896",0.00120223973801574,0.0268496227593327,"positive regulation of catabolic process","GO:0009896 positive regulation of catabolic process",3
"972","GO:0030728",0.001207085027221,0.0268496227593327,"ovulation","GO:0030728 ovulation",3
"973","GO:0042401",0.001207085027221,0.0268496227593327,"cellular biogenic amine biosynthetic process","GO:0042401 cellular biogenic amine biosynthetic process",3
"974","GO:0044346",0.001207085027221,0.0268496227593327,"fibroblast apoptotic process","GO:0044346 fibroblast apoptotic process",3
"975","GO:0070262",0.001207085027221,0.0268496227593327,"peptidyl-serine dephosphorylation","GO:0070262 peptidyl-serine dephosphorylation",3
"976","GO:0002822",0.00121154053222544,0.0269110902577003,"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","GO:0002822 regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",3
"977","GO:0019058",0.00122704505268209,0.0272174679468005,"viral life cycle","GO:0019058 viral life cycle",3
"978","GO:0008286",0.00126962417700279,0.0281026659268863,"insulin receptor signaling pathway","GO:0008286 insulin receptor signaling pathway",3
"979","GO:0022604",0.00127076577444113,0.0281026659268863,"regulation of cell morphogenesis","GO:0022604 regulation of cell morphogenesis",3
"980","GO:0032731",0.00127402050636853,0.0281026659268863,"positive regulation of interleukin-1 beta production","GO:0032731 positive regulation of interleukin-1 beta production",3
"981","GO:1990089",0.00127402050636853,0.0281026659268863,"response to nerve growth factor","GO:1990089 response to nerve growth factor",3
"982","GO:0098609",0.00128234989360258,0.0282472198169743,"cell-cell adhesion","GO:0098609 cell-cell adhesion",3
"983","GO:0032486",0.00130942263920937,0.0286451962228141,"Rap protein signal transduction","GO:0032486 Rap protein signal transduction",3
"984","GO:0032688",0.00130942263920937,0.0286451962228141,"negative regulation of interferon-beta production","GO:0032688 negative regulation of interferon-beta production",3
"985","GO:0051709",0.00130942263920937,0.0286451962228141,"regulation of killing of cells of other organism","GO:0051709 regulation of killing of cells of other organism",3
"986","GO:0070431",0.00130942263920937,0.0286451962228141,"nucleotide-binding oligomerization domain containing 2 signaling pathway","GO:0070431 nucleotide-binding oligomerization domain containing 2 signaling pathway",3
"987","GO:1902188",0.00130942263920937,0.0286451962228141,"positive regulation of viral release from host cell","GO:1902188 positive regulation of viral release from host cell",3
"988","GO:0002706",0.00131730119599993,0.028777964589537,"regulation of lymphocyte mediated immunity","GO:0002706 regulation of lymphocyte mediated immunity",3
"989","GO:0071674",0.00133918573999859,0.0292159259381861,"mononuclear cell migration","GO:0071674 mononuclear cell migration",3
"990","GO:0007155",0.00135526172293214,0.0294857488939984,"cell adhesion","GO:0007155 cell adhesion",3
"991","GO:1901214",0.0013534148524302,0.0294857488939984,"regulation of neuron death","GO:1901214 regulation of neuron death",3
"992","GO:0032722",0.00136116079999855,0.029573635742045,"positive regulation of chemokine production","GO:0032722 positive regulation of chemokine production",3
"993","GO:0002702",0.00137236470906641,0.0297763824461012,"positive regulation of production of molecular mediator of immune response","GO:0002702 positive regulation of production of molecular mediator of immune response",3
"994","GO:0062012",0.00140341816824982,0.0304086683213149,"regulation of small molecule metabolic process","GO:0062012 regulation of small molecule metabolic process",3
"995","GO:0032944",0.00142159710937885,0.0307606536429404,"regulation of mononuclear cell proliferation","GO:0032944 regulation of mononuclear cell proliferation",3
"996","GO:0001890",0.00143083887650624,0.0309185618097218,"placenta development","GO:0001890 placenta development",3
"997","GO:1903829",0.00143933285985933,0.0310599047533281,"positive regulation of cellular protein localization","GO:1903829 positive regulation of cellular protein localization",3
"998","GO:0034645",0.00145348111793402,0.0313227150401391,"cellular macromolecule biosynthetic process","GO:0034645 cellular macromolecule biosynthetic process",3
"999","GO:0007173",0.00149001282379123,0.0319799783395084,"epidermal growth factor receptor signaling pathway","GO:0007173 epidermal growth factor receptor signaling pathway",3
"1000","GO:0008637",0.00149001282379123,0.0319799783395084,"apoptotic mitochondrial changes","GO:0008637 apoptotic mitochondrial changes",3
"1001","GO:0051438",0.00148846764459047,0.0319799783395084,"regulation of ubiquitin-protein transferase activity","GO:0051438 regulation of ubiquitin-protein transferase activity",3
"1002","GO:0006911",0.00149930741240107,0.0320928466848272,"phagocytosis, engulfment","GO:0006911 phagocytosis, engulfment",3
"1003","GO:0031341",0.00149759999359494,0.0320928466848272,"regulation of cell killing","GO:0031341 regulation of cell killing",3
"1004","GO:0048659",0.00150829151704939,0.0321984809223538,"smooth muscle cell proliferation","GO:0048659 smooth muscle cell proliferation",3
"1005","GO:1904951",0.0015063615261705,0.0321984809223538,"positive regulation of establishment of protein localization","GO:1904951 positive regulation of establishment of protein localization",3
"1006","GO:0002504",0.00152388585475203,0.0324877756487618,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","GO:0002504 antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",3
"1007","GO:0051094",0.00153990796093876,0.0327854032272692,"positive regulation of developmental process","GO:0051094 positive regulation of developmental process",3
"1008","GO:0070861",0.00155556159577688,0.0330302424822903,"regulation of protein exit from endoplasmic reticulum","GO:0070861 regulation of protein exit from endoplasmic reticulum",3
"1009","GO:0090383",0.00155556159577688,0.0330302424822903,"phagosome acidification","GO:0090383 phagosome acidification",3
"1010","GO:0052126",0.00157890779987947,0.0334812661990442,"movement in host environment","GO:0052126 movement in host environment",3
"1011","GO:0009309",0.00159929429996907,0.0337336558974908,"amine biosynthetic process","GO:0009309 amine biosynthetic process",3
"1012","GO:0009615",0.00159877037844535,0.0337336558974908,"response to virus","GO:0009615 response to virus",3
"1013","GO:0039702",0.00159929429996907,0.0337336558974908,"viral budding via host ESCRT complex","GO:0039702 viral budding via host ESCRT complex",3
"1014","GO:1900017",0.00159929429996907,0.0337336558974908,"positive regulation of cytokine production involved in inflammatory response","GO:1900017 positive regulation of cytokine production involved in inflammatory response",3
"1015","GO:0022610",0.00161312938904047,0.0339804103354961,"biological adhesion","GO:0022610 biological adhesion",3
"1016","GO:0001765",0.00162162397007681,0.0340241525331155,"membrane raft assembly","GO:0001765 membrane raft assembly",3
"1017","GO:0034139",0.00162162397007681,0.0340241525331155,"regulation of toll-like receptor 3 signaling pathway","GO:0034139 regulation of toll-like receptor 3 signaling pathway",3
"1018","GO:0099527",0.00162162397007681,0.0340241525331155,"postsynapse to nucleus signaling pathway","GO:0099527 postsynapse to nucleus signaling pathway",3
"1019","GO:0019318",0.00163361159471177,0.0342305122559895,"hexose metabolic process","GO:0019318 hexose metabolic process",3
"1020","GO:0006325",0.00163759614082501,0.0342688539785277,"chromatin organization","GO:0006325 chromatin organization",3
"1021","GO:0071704",0.00165330917913121,0.0345522065504636,"organic substance metabolic process","GO:0071704 organic substance metabolic process",3
"1022","GO:0009595",0.00166149055399155,0.0346321700795302,"detection of biotic stimulus","GO:0009595 detection of biotic stimulus",3
"1023","GO:2000403",0.00166149055399155,0.0346321700795302,"positive regulation of lymphocyte migration","GO:2000403 positive regulation of lymphocyte migration",3
"1024","GO:0051147",0.00168307408394474,0.0350361390458863,"regulation of muscle cell differentiation","GO:0051147 regulation of muscle cell differentiation",3
"1025","GO:0009306",0.0017147288893054,0.0356018906729937,"protein secretion","GO:0009306 protein secretion",3
"1026","GO:0035592",0.0017147288893054,0.0356018906729937,"establishment of protein localization to extracellular region","GO:0035592 establishment of protein localization to extracellular region",3
"1027","GO:0009743",0.00173287871238873,0.0358850300023833,"response to carbohydrate","GO:0009743 response to carbohydrate",3
"1028","GO:0071385",0.00173130557610713,0.0358850300023833,"cellular response to glucocorticoid stimulus","GO:0071385 cellular response to glucocorticoid stimulus",3
"1029","GO:0045596",0.00179699070323665,0.0371642914750008,"negative regulation of cell differentiation","GO:0045596 negative regulation of cell differentiation",3
"1030","GO:0048194",0.00180945005723719,0.0373733684549355,"Golgi vesicle budding","GO:0048194 Golgi vesicle budding",3
"1031","GO:0031960",0.00182273107307327,0.0375988521221235,"response to corticosteroid","GO:0031960 response to corticosteroid",3
"1032","GO:0051345",0.00183897887964148,0.0378848705982101,"positive regulation of hydrolase activity","GO:0051345 positive regulation of hydrolase activity",3
"1033","GO:0010001",0.00184887226551362,0.0380394107512659,"glial cell differentiation","GO:0010001 glial cell differentiation",3
"1034","GO:0034198",0.00190676575017946,0.039078869189245,"cellular response to amino acid starvation","GO:0034198 cellular response to amino acid starvation",3
"1035","GO:0042771",0.00190676575017946,0.039078869189245,"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","GO:0042771 intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",3
"1036","GO:0061028",0.00190676575017946,0.039078869189245,"establishment of endothelial barrier","GO:0061028 establishment of endothelial barrier",3
"1037","GO:0043627",0.00192517109705113,0.039405303896398,"response to estrogen","GO:0043627 response to estrogen",3
"1038","GO:0010758",0.00193874387922491,0.0395812357576289,"regulation of macrophage chemotaxis","GO:0010758 regulation of macrophage chemotaxis",3
"1039","GO:0070665",0.00193709793594395,0.0395812357576289,"positive regulation of leukocyte proliferation","GO:0070665 positive regulation of leukocyte proliferation",3
"1040","GO:0005996",0.00194644419353175,0.0396874980178576,"monosaccharide metabolic process","GO:0005996 monosaccharide metabolic process",3
"1041","GO:0043123",0.00196542577191432,0.0400232157189824,"positive regulation of I-kappaB kinase/NF-kappaB signaling","GO:0043123 positive regulation of I-kappaB kinase/NF-kappaB signaling",3
"1042","GO:0001885",0.00199939451299217,0.0405242414347383,"endothelial cell development","GO:0001885 endothelial cell development",3
"1043","GO:0010828",0.0020027699803637,0.0405242414347383,"positive regulation of glucose transmembrane transport","GO:0010828 positive regulation of glucose transmembrane transport",3
"1044","GO:0032733",0.0020027699803637,0.0405242414347383,"positive regulation of interleukin-10 production","GO:0032733 positive regulation of interleukin-10 production",3
"1045","GO:0042330",0.00199698668323712,0.0405242414347383,"taxis","GO:0042330 taxis",3
"1046","GO:0072678",0.00199939451299217,0.0405242414347383,"T cell migration","GO:0072678 T cell migration",3
"1047","GO:0051149",0.00202715447639316,0.0409655207021053,"positive regulation of muscle cell differentiation","GO:0051149 positive regulation of muscle cell differentiation",3
"1048","GO:0035970",0.00208126423065754,0.0420056171629157,"peptidyl-threonine dephosphorylation","GO:0035970 peptidyl-threonine dephosphorylation",3
"1049","GO:1903531",0.00210114691717814,0.0423531566169851,"negative regulation of secretion by cell","GO:1903531 negative regulation of secretion by cell",3
"1050","GO:0001910",0.00217259941923493,0.0436827069070952,"regulation of leukocyte mediated cytotoxicity","GO:0001910 regulation of leukocyte mediated cytotoxicity",3
"1051","GO:1903747",0.00217259941923493,0.0436827069070952,"regulation of establishment of protein localization to mitochondrion","GO:1903747 regulation of establishment of protein localization to mitochondrion",3
"1052","GO:0032480",0.00223836654483691,0.0449482090013715,"negative regulation of type I interferon production","GO:0032480 negative regulation of type I interferon production",3
"1053","GO:0071692",0.00224307544266573,0.0449859670115458,"protein localization to extracellular region","GO:0071692 protein localization to extracellular region",3
"1054","GO:0009746",0.0022582880836413,0.0452340222698126,"response to hexose","GO:0009746 response to hexose",3
"1055","GO:0097581",0.00226597745329674,0.0453309502103539,"lamellipodium organization","GO:0097581 lamellipodium organization",3
"1056","GO:0046632",0.00227723553872208,0.0454989371957738,"alpha-beta T cell differentiation","GO:0046632 alpha-beta T cell differentiation",3
"1057","GO:0043161",0.00229008538996129,0.0456982660501185,"proteasome-mediated ubiquitin-dependent protein catabolic process","GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process",3
"1058","GO:2001243",0.00229587238373049,0.04575633382312,"negative regulation of intrinsic apoptotic signaling pathway","GO:2001243 negative regulation of intrinsic apoptotic signaling pathway",3
"1059","GO:0031638",0.00231298858083489,0.0460397626903605,"zymogen activation","GO:0031638 zymogen activation",3
"1060","GO:0005981",0.00237215169919159,0.0466337461358999,"regulation of glycogen catabolic process","GO:0005981 regulation of glycogen catabolic process",3
"1061","GO:0015827",0.00237215169919159,0.0466337461358999,"tryptophan transport","GO:0015827 tryptophan transport",3
"1062","GO:0045862",0.00236987175881291,0.0466337461358999,"positive regulation of proteolysis","GO:0045862 positive regulation of proteolysis",3
"1063","GO:0070427",0.00237215169919159,0.0466337461358999,"nucleotide-binding oligomerization domain containing 1 signaling pathway","GO:0070427 nucleotide-binding oligomerization domain containing 1 signaling pathway",3
"1064","GO:0070948",0.00237215169919159,0.0466337461358999,"regulation of neutrophil mediated cytotoxicity","GO:0070948 regulation of neutrophil mediated cytotoxicity",3
"1065","GO:0071389",0.00237215169919159,0.0466337461358999,"cellular response to mineralocorticoid stimulus","GO:0071389 cellular response to mineralocorticoid stimulus",3
"1066","GO:1902339",0.00237215169919159,0.0466337461358999,"positive regulation of apoptotic process involved in morphogenesis","GO:1902339 positive regulation of apoptotic process involved in morphogenesis",3
"1067","GO:1903969",0.00237215169919159,0.0466337461358999,"regulation of response to macrophage colony-stimulating factor","GO:1903969 regulation of response to macrophage colony-stimulating factor",3
"1068","GO:1903972",0.00237215169919159,0.0466337461358999,"regulation of cellular response to macrophage colony-stimulating factor stimulus","GO:1903972 regulation of cellular response to macrophage colony-stimulating factor stimulus",3
"1069","GO:1904747",0.00237215169919159,0.0466337461358999,"positive regulation of apoptotic process involved in development","GO:1904747 positive regulation of apoptotic process involved in development",3
"1070","GO:0007275",0.00239405035112559,0.04677515575467,"multicellular organism development","GO:0007275 multicellular organism development",3
"1071","GO:0045736",0.00239111255938519,0.04677515575467,"negative regulation of cyclin-dependent protein serine/threonine kinase activity","GO:0045736 negative regulation of cyclin-dependent protein serine/threonine kinase activity",3
"1072","GO:0045920",0.00239111255938519,0.04677515575467,"negative regulation of exocytosis","GO:0045920 negative regulation of exocytosis",3
"1073","GO:0051385",0.00239111255938519,0.04677515575467,"response to mineralocorticoid","GO:0051385 response to mineralocorticoid",3
"1074","GO:0071402",0.00239111255938519,0.04677515575467,"cellular response to lipoprotein particle stimulus","GO:0071402 cellular response to lipoprotein particle stimulus",3
"1075","GO:0002705",0.00241784462596678,0.0471820870323628,"positive regulation of leukocyte mediated immunity","GO:0002705 positive regulation of leukocyte mediated immunity",3
"1076","GO:0032481",0.00244541000618507,0.047661520512705,"positive regulation of type I interferon production","GO:0032481 positive regulation of type I interferon production",3
"1077","GO:0007519",0.00246451787563471,0.0478579881490774,"skeletal muscle tissue development","GO:0007519 skeletal muscle tissue development",3
"1078","GO:0030855",0.00246406252724348,0.0478579881490774,"epithelial cell differentiation","GO:0030855 epithelial cell differentiation",3
"1079","GO:1905952",0.00246451787563471,0.0478579881490774,"regulation of lipid localization","GO:1905952 regulation of lipid localization",3
"1080","GO:0001776",0.00252742649775737,0.0489600377835971,"leukocyte homeostasis","GO:0001776 leukocyte homeostasis",3
"1081","GO:0032088",0.00252742649775737,0.0489600377835971,"negative regulation of NF-kappaB transcription factor activity","GO:0032088 negative regulation of NF-kappaB transcription factor activity",3
"1082","GO:0007220",0.0025663418037942,0.0491156438598592,"Notch receptor processing","GO:0007220 Notch receptor processing",3
"1083","GO:0034135",0.0025663418037942,0.0491156438598592,"regulation of toll-like receptor 2 signaling pathway","GO:0034135 regulation of toll-like receptor 2 signaling pathway",3
"1084","GO:0035855",0.00256599653984121,0.0491156438598592,"megakaryocyte development","GO:0035855 megakaryocyte development",3
